"Index";"Radiación Difusa (DF)";"Radiación Directa (DT)";"Radiación Global (GL)"
2011-02-07 15:00:00;31;280;159
2011-02-07 16:00:00;27;230;98
2011-02-07 17:00:00;15;142;35
2011-02-07 18:00:00;1;5;1
2011-02-07 19:00:00;0;0;0
2011-02-07 20:00:00;0;0;0
2011-02-10 05:00:00;0;0;0
2011-02-10 06:00:00;0;0;0
2011-02-10 07:00:00;2;1;2
2011-02-10 08:00:00;23;64;34
2011-02-10 09:00:00;39;141;84
2011-02-10 10:00:00;50;220;152
2011-02-10 11:00:00;53;266;205
2011-02-10 12:00:00;50;292;233
2011-02-10 13:00:00;46;299;232
2011-02-10 14:00:00;47;280;208
2011-02-10 15:00:00;38;269;164
2011-02-10 16:00:00;32;205;99
2011-02-10 17:00:00;19;90;34
2011-02-10 18:00:00;1;3;2
2011-02-10 19:00:00;0;0;0
2011-02-10 20:00:00;0;0;0
2011-02-11 05:00:00;0;0;0
2011-02-11 06:00:00;0;0;0
2011-02-11 07:00:00;1;0;1
2011-02-11 08:00:00;23;18;30
2011-02-11 09:00:00;45;150;96
2011-02-11 10:00:00;54;216;156
2011-02-11 11:00:00;55;256;203
2011-02-11 12:00:00;52;289;235
2011-02-11 13:00:00;41;306;235
2011-02-11 14:00:00;39;295;211
2011-02-11 15:00:00;38;274;164
2011-02-11 16:00:00;28;240;102
2011-02-11 17:00:00;18;112;35
2011-02-11 18:00:00;2;2;2
2011-02-11 19:00:00;0;0;0
2011-02-11 20:00:00;0;0;0
2011-02-12 05:00:00;0;0;0
2011-02-12 06:00:00;0;0;0
2011-02-12 07:00:00;1;6;2
2011-02-12 08:00:00;16;130;39
2011-02-12 09:00:00;31;215;98
2011-02-12 10:00:00;36;273;163
2011-02-12 11:00:00;37;298;211
2011-02-12 12:00:00;37;312;235
2011-02-12 13:00:00;37;311;235
2011-02-12 14:00:00;37;296;210
2011-02-12 15:00:00;33;281;164
2011-02-12 16:00:00;28;236;101
2011-02-12 17:00:00;16;150;40
2011-02-12 18:00:00;1;10;2
2011-02-12 19:00:00;0;0;0
2011-02-12 20:00:00;0;0;0
2011-02-13 05:00:00;0;0;0
2011-02-13 06:00:00;0;0;0
2011-02-13 07:00:00;2;2;2
2011-02-13 08:00:00;29;19;33
2011-02-13 09:00:00;71;25;79
2011-02-13 10:00:00;107;19;117
2011-02-13 11:00:00;82;2;83
2011-02-13 12:00:00;113;52;147
2011-02-13 13:00:00;56;1;56
2011-02-13 14:00:00;37;0;37
2011-02-13 15:00:00;37;0;37
2011-02-13 16:00:00;17;0;17
2011-02-13 17:00:00;4;0;4
2011-02-13 18:00:00;0;0;0
2011-02-13 19:00:00;0;0;0
2011-02-13 20:00:00;0;0;0
2011-02-14 05:00:00;0;0;0
2011-02-14 06:00:00;0;0;0
2011-02-14 07:00:00;2;1;2
2011-02-14 08:00:00;18;69;33
2011-02-14 09:00:00;22;272;111
2011-02-14 10:00:00;64;202;158
2011-02-14 11:00:00;132;62;169
2011-02-14 12:00:00;136;35;160
2011-02-14 13:00:00;138;55;173
2011-02-14 14:00:00;111;19;123
2011-02-14 15:00:00;90;7;94
2011-02-14 16:00:00;33;0;33
2011-02-14 17:00:00;17;0;17
2011-02-14 18:00:00;1;0;1
2011-02-14 19:00:00;0;0;0
2011-02-14 20:00:00;0;0;0
2011-02-15 05:00:00;0;0;0
2011-02-15 06:00:00;0;0;0
2011-02-15 07:00:00;0;0;0
2011-02-15 08:00:00;4;0;4
2011-02-15 09:00:00;11;0;11
2011-02-15 10:00:00;13;0;13
2011-02-15 11:00:00;25;0;25
2011-02-15 12:00:00;35;0;35
2011-02-15 13:00:00;89;3;91
2011-02-15 14:00:00;110;144;196
2011-02-15 15:00:00;74;76;108
2011-02-15 16:00:00;43;72;66
2011-02-15 17:00:00;19;62;28
2011-02-15 18:00:00;2;13;3
2011-02-15 19:00:00;0;0;0
2011-02-15 20:00:00;0;0;0
2011-02-16 05:00:00;0;0;0
2011-02-16 06:00:00;0;0;0
2011-02-16 07:00:00;4;1;5
2011-02-16 08:00:00;22;13;25
2011-02-16 09:00:00;25;1;26
2011-02-16 10:00:00;9;0;9
2011-02-16 11:00:00;38;0;38
2011-02-16 12:00:00;110;105;179
2011-02-16 13:00:00;35;0;35
2011-02-16 14:00:00;78;12;86
2011-02-16 15:00:00;60;124;119
2011-02-16 16:00:00;52;180;116
2011-02-16 17:00:00;28;60;42
2011-02-16 18:00:00;1;0;1
2011-02-16 19:00:00;0;0;0
2011-02-16 20:00:00;0;0;0
2011-02-19 05:00:00;0;0;0
2011-02-19 06:00:00;0;0;0
2011-02-19 07:00:00;1;0;1
2011-02-19 08:00:00;16;0;16
2011-02-19 09:00:00;30;0;30
2011-02-19 10:00:00;40;0;40
2011-02-19 11:00:00;69;0;69
2011-02-19 12:00:00;130;22;145
2011-02-19 13:00:00;125;148;222
2011-02-19 14:00:00;122;112;192
2011-02-19 15:00:00;100;51;126
2011-02-19 16:00:00;73;22;82
2011-02-19 17:00:00;29;7;31
2011-02-19 18:00:00;1;0;1
2011-02-19 19:00:00;0;0;0
2011-02-19 20:00:00;0;0;0
2011-02-20 05:00:00;0;0;0
2011-02-20 06:00:00;0;0;0
2011-02-20 07:00:00;3;4;3
2011-02-20 08:00:00;16;144;56
2011-02-20 09:00:00;23;280;129
2011-02-20 10:00:00;29;319;196
2011-02-20 11:00:00;52;298;238
2011-02-20 12:00:00;37;315;251
2011-02-20 13:00:00;30;333;256
2011-02-20 14:00:00;35;319;234
2011-02-20 15:00:00;37;292;189
2011-02-20 16:00:00;31;240;120
2011-02-20 17:00:00;20;154;50
2011-02-20 18:00:00;3;12;3
2011-02-20 19:00:00;0;0;0
2011-02-20 20:00:00;0;0;0
2011-02-21 05:00:00;0;0;0
2011-02-21 06:00:00;0;0;0
2011-02-21 07:00:00;3;2;4
2011-02-21 08:00:00;31;51;44
2011-02-21 09:00:00;62;118;107
2011-02-21 10:00:00;87;141;162
2011-02-21 11:00:00;85;199;210
2011-02-21 12:00:00;110;134;202
2011-02-21 13:00:00;99;184;225
2011-02-21 14:00:00;78;208;209
2011-02-21 15:00:00;93;212;204
2011-02-21 16:00:00;55;71;82
2011-02-21 17:00:00;26;58;38
2011-02-21 18:00:00;3;6;3
2011-02-21 19:00:00;0;0;0
2011-02-21 20:00:00;0;0;0
2011-02-22 05:00:00;0;0;0
2011-02-22 06:00:00;0;0;0
2011-02-22 07:00:00;7;24;9
2011-02-22 08:00:00;35;107;58
2011-02-22 09:00:00;34;249;130
2011-02-22 10:00:00;36;299;196
2011-02-22 11:00:00;32;333;244
2011-02-22 12:00:00;52;316;270
2011-02-22 13:00:00;60;296;265
2011-02-22 14:00:00;55;280;234
2011-02-22 15:00:00;33;298;196
2011-02-22 16:00:00;24;270;121
2011-02-22 17:00:00;15;179;47
2011-02-22 18:00:00;2;17;3
2011-02-22 19:00:00;0;0;0
2011-02-22 20:00:00;0;0;0
2011-02-23 05:00:00;0;0;0
2011-02-23 06:00:00;0;0;0
2011-02-23 07:00:00;3;49;7
2011-02-23 08:00:00;14;227;62
2011-02-23 09:00:00;19;296;134
2011-02-23 10:00:00;22;327;199
2011-02-23 11:00:00;22;343;244
2011-02-23 12:00:00;24;349;267
2011-02-23 13:00:00;24;347;265
2011-02-23 14:00:00;25;334;239
2011-02-23 15:00:00;23;320;195
2011-02-23 16:00:00;19;296;132
2011-02-23 17:00:00;15;225;60
2011-02-23 18:00:00;3;48;6
2011-02-23 19:00:00;0;0;0
2011-02-23 20:00:00;0;0;0
2011-02-25 05:00:00;0;0;0
2011-02-25 06:00:00;0;0;0
2011-02-25 07:00:00;3;58;8
2011-02-25 08:00:00;14;231;64
2011-02-25 09:00:00;19;296;137
2011-02-25 10:00:00;22;324;201
2011-02-25 11:00:00;24;335;244
2011-02-25 12:00:00;26;336;265
2011-02-25 13:00:00;26;337;265
2011-02-25 14:00:00;26;329;240
2011-02-25 15:00:00;26;311;195
2011-02-25 16:00:00;29;218;116
2011-02-25 17:00:00;25;189;63
2011-02-25 18:00:00;3;49;7
2011-02-25 19:00:00;0;0;0
2011-02-25 20:00:00;0;0;0
2011-02-26 05:00:00;0;0;0
2011-02-26 06:00:00;0;0;0
2011-02-26 07:00:00;7;1;8
2011-02-26 08:00:00;40;4;43
2011-02-26 09:00:00;35;198;137
2011-02-26 10:00:00;32;309;203
2011-02-26 11:00:00;51;278;235
2011-02-26 12:00:00;41;321;270
2011-02-26 13:00:00;46;310;267
2011-02-26 14:00:00;43;305;242
2011-02-26 15:00:00;39;294;201
2011-02-26 16:00:00;38;229;129
2011-02-26 17:00:00;22;176;60
2011-02-26 18:00:00;4;38;7
2011-02-26 19:00:00;0;0;0
2011-02-26 20:00:00;0;0;0
2011-02-27 05:00:00;0;0;0
2011-02-27 06:00:00;0;0;0
2011-02-27 07:00:00;7;27;9
2011-02-27 08:00:00;41;89;60
2011-02-27 09:00:00;83;24;92
2011-02-27 10:00:00;75;191;184
2011-02-27 11:00:00;91;201;225
2011-02-27 12:00:00;55;239;228
2011-02-27 13:00:00;30;331;267
2011-02-27 14:00:00;49;310;255
2011-02-27 15:00:00;68;116;134
2011-02-27 16:00:00;47;125;101
2011-02-27 17:00:00;21;44;28
2011-02-27 18:00:00;4;31;6
2011-02-27 19:00:00;0;0;0
2011-02-27 20:00:00;0;0;0
2011-02-28 05:00:00;0;0;0
2011-02-28 06:00:00;0;0;0
2011-02-28 07:00:00;3;77;10
2011-02-28 08:00:00;14;249;71
2011-02-28 09:00:00;19;309;146
2011-02-28 10:00:00;21;334;209
2011-02-28 11:00:00;23;346;254
2011-02-28 12:00:00;24;348;276
2011-02-28 13:00:00;24;349;275
2011-02-28 14:00:00;23;344;251
2011-02-28 15:00:00;21;332;206
2011-02-28 16:00:00;19;304;142
2011-02-28 17:00:00;15;228;66
2011-02-28 18:00:00;4;49;7
2011-02-28 19:00:00;0;0;0
2011-02-28 20:00:00;0;0;0
2011-03-01 05:00:00;0;0;0
2011-03-01 06:00:00;0;0;0
2011-03-01 07:00:00;4;76;10
2011-03-01 08:00:00;14;246;71
2011-03-01 09:00:00;19;310;148
2011-03-01 10:00:00;22;338;214
2011-03-01 11:00:00;24;350;259
2011-03-01 12:00:00;24;354;282
2011-03-01 13:00:00;26;351;280
2011-03-01 14:00:00;34;327;253
2011-03-01 15:00:00;28;312;202
2011-03-01 16:00:00;36;233;134
2011-03-01 17:00:00;31;99;53
2011-03-01 18:00:00;5;25;7
2011-03-01 19:00:00;0;0;0
2011-03-01 20:00:00;0;0;0
2011-03-02 05:00:00;0;0;0
2011-03-02 06:00:00;0;0;0
2011-03-02 07:00:00;5;65;10
2011-03-02 08:00:00;17;224;69
2011-03-02 09:00:00;23;289;146
2011-03-02 10:00:00;27;321;210
2011-03-02 11:00:00;29;338;257
2011-03-02 12:00:00;32;340;279
2011-03-02 13:00:00;33;339;280
2011-03-02 14:00:00;49;291;246
2011-03-02 15:00:00;54;228;186
2011-03-02 16:00:00;65;118;115
2011-03-02 17:00:00;34;161;70
2011-03-02 18:00:00;5;41;8
2011-03-02 19:00:00;0;0;0
2011-03-02 20:00:00;0;0;0
2011-03-03 05:00:00;0;0;0
2011-03-03 06:00:00;0;0;0
2011-03-03 07:00:00;6;47;10
2011-03-03 08:00:00;23;187;68
2011-03-03 09:00:00;33;255;143
2011-03-03 10:00:00;39;288;206
2011-03-03 11:00:00;46;302;251
2011-03-03 12:00:00;57;293;272
2011-03-03 13:00:00;81;245;260
2011-03-03 14:00:00;95;75;147
2011-03-03 15:00:00;68;184;174
2011-03-03 16:00:00;65;45;84
2011-03-03 17:00:00;33;80;53
2011-03-03 18:00:00;6;12;7
2011-03-03 19:00:00;0;0;0
2011-03-03 20:00:00;0;0;0
2011-03-04 05:00:00;0;0;0
2011-03-04 06:00:00;0;0;0
2011-03-04 07:00:00;2;0;2
2011-03-04 08:00:00;26;0;26
2011-03-04 09:00:00;48;80;87
2011-03-04 10:00:00;75;238;215
2011-03-04 11:00:00;115;153;217
2011-03-04 12:00:00;116;14;126
2011-03-04 13:00:00;84;0;84
2011-03-04 14:00:00;106;115;183
2011-03-04 15:00:00;78;170;181
2011-03-04 16:00:00;75;3;76
2011-03-04 17:00:00;44;8;46
2011-03-04 18:00:00;5;0;5
2011-03-04 19:00:00;0;0;0
2011-03-04 20:00:00;0;0;0
2011-03-06 05:00:00;0;0;0
2011-03-06 06:00:00;0;0;0
2011-03-06 07:00:00;5;0;5
2011-03-06 08:00:00;32;23;39
2011-03-06 09:00:00;91;53;113
2011-03-06 10:00:00;140;29;157
2011-03-06 11:00:00;146;6;150
2011-03-06 12:00:00;126;34;151
2011-03-06 13:00:00;158;36;185
2011-03-06 14:00:00;118;131;211
2011-03-06 15:00:00;97;15;105
2011-03-06 16:00:00;53;188;130
2011-03-06 17:00:00;20;212;73
2011-03-06 18:00:00;6;52;11
2011-03-06 19:00:00;0;0;0
2011-03-06 20:00:00;0;0;0
2011-03-07 05:00:00;0;0;0
2011-03-07 06:00:00;0;0;0
2011-03-07 07:00:00;9;35;12
2011-03-07 08:00:00;35;59;50
2011-03-07 09:00:00;46;253;159
2011-03-07 10:00:00;36;296;213
2011-03-07 11:00:00;58;241;227
2011-03-07 12:00:00;138;108;221
2011-03-07 13:00:00;106;173;238
2011-03-07 14:00:00;96;192;229
2011-03-07 15:00:00;86;129;164
2011-03-07 16:00:00;78;34;94
2011-03-07 17:00:00;36;23;40
2011-03-07 18:00:00;9;13;10
2011-03-07 19:00:00;0;0;0
2011-03-07 20:00:00;0;0;0
2011-03-08 05:00:00;0;0;0
2011-03-08 06:00:00;0;0;0
2011-03-08 07:00:00;0;0;0
2011-03-08 08:00:00;3;0;3
2011-03-08 09:00:00;8;0;8
2011-03-08 10:00:00;12;0;12
2011-03-08 11:00:00;41;0;41
2011-03-08 12:00:00;58;0;58
2011-03-08 13:00:00;85;1;85
2011-03-08 14:00:00;133;5;137
2011-03-08 15:00:00;73;0;73
2011-03-08 16:00:00;63;21;73
2011-03-08 17:00:00;15;0;15
2011-03-08 18:00:00;8;0;8
2011-03-08 19:00:00;0;0;0
2011-03-08 20:00:00;0;0;0
2011-03-09 05:00:00;0;0;0
2011-03-09 06:00:00;0;0;0
2011-03-09 07:00:00;3;0;3
2011-03-09 08:00:00;28;21;34
2011-03-09 09:00:00;48;53;75
2011-03-09 10:00:00;65;214;192
2011-03-09 11:00:00;91;87;151
2011-03-09 12:00:00;95;1;96
2011-03-09 13:00:00;63;0;63
2011-03-09 14:00:00;76;1;77
2011-03-09 15:00:00;88;2;89
2011-03-09 16:00:00;41;0;41
2011-03-09 17:00:00;34;12;36
2011-03-09 18:00:00;5;2;6
2011-03-09 19:00:00;0;0;0
2011-03-09 20:00:00;0;0;0
2011-03-11 05:00:00;0;0;0
2011-03-11 06:00:00;0;0;0
2011-03-11 07:00:00;2;0;2
2011-03-11 08:00:00;4;0;4
2011-03-11 09:00:00;20;0;20
2011-03-11 10:00:00;54;0;54
2011-03-11 11:00:00;77;0;77
2011-03-11 12:00:00;69;0;69
2011-03-11 13:00:00;156;42;188
2011-03-11 14:00:00;71;36;98
2011-03-11 15:00:00;81;21;94
2011-03-11 16:00:00;59;11;64
2011-03-11 17:00:00;51;16;56
2011-03-11 18:00:00;13;20;15
2011-03-11 19:00:00;0;0;0
2011-03-11 20:00:00;0;0;0
2011-03-12 05:00:00;0;0;0
2011-03-12 06:00:00;0;0;0
2011-03-12 07:00:00;8;5;9
2011-03-12 08:00:00;45;51;56
2011-03-12 09:00:00;65;16;71
2011-03-12 10:00:00;60;228;194
2011-03-12 11:00:00;57;292;265
2011-03-12 12:00:00;64;291;289
2011-03-12 13:00:00;61;298;292
2011-03-12 14:00:00;51;300;266
2011-03-12 15:00:00;53;290;231
2011-03-12 16:00:00;58;224;162
2011-03-12 17:00:00;31;172;80
2011-03-12 18:00:00;12;44;16
2011-03-12 19:00:00;0;0;0
2011-03-12 20:00:00;0;0;0
2011-03-13 05:00:00;0;0;0
2011-03-13 06:00:00;0;0;0
2011-03-13 07:00:00;6;0;6
2011-03-13 08:00:00;16;0;16
2011-03-13 09:00:00;77;52;104
2011-03-13 10:00:00;112;131;192
2011-03-13 11:00:00;129;24;144
2011-03-13 12:00:00;150;17;163
2011-03-13 13:00:00;60;0;60
2011-03-13 14:00:00;47;0;47
2011-03-13 15:00:00;70;3;71
2011-03-13 16:00:00;77;173;156
2011-03-13 17:00:00;57;79;76
2011-03-13 18:00:00;9;6;10
2011-03-13 19:00:00;0;0;0
2011-03-13 20:00:00;0;0;0
2011-03-14 05:00:00;0;0;0
2011-03-14 06:00:00;0;0;0
2011-03-14 07:00:00;3;0;3
2011-03-14 08:00:00;14;0;14
2011-03-14 09:00:00;9;0;9
2011-03-14 10:00:00;33;0;33
2011-03-14 11:00:00;63;0;63
2011-03-14 12:00:00;96;8;104
2011-03-14 13:00:00;68;1;68
2011-03-14 14:00:00;30;0;30
2011-03-14 15:00:00;101;31;120
2011-03-14 16:00:00;23;0;23
2011-03-14 17:00:00;28;0;28
2011-03-14 18:00:00;15;14;17
2011-03-14 19:00:00;0;0;0
2011-03-14 20:00:00;0;0;0
2011-03-15 05:00:00;0;0;0
2011-03-15 06:00:00;0;0;0
2011-03-15 07:00:00;11;5;14
2011-03-15 08:00:00;46;45;70
2011-03-15 09:00:00;73;167;154
2011-03-15 10:00:00;58;257;218
2011-03-15 11:00:00;79;232;250
2011-03-15 12:00:00;79;270;290
2011-03-15 13:00:00;56;323;309
2011-03-15 14:00:00;82;258;271
2011-03-15 15:00:00;38;316;234
2011-03-15 16:00:00;36;284;169
2011-03-15 17:00:00;23;220;86
2011-03-15 18:00:00;11;112;24
2011-03-15 19:00:00;0;0;0
2011-03-15 20:00:00;0;0;0
2011-03-16 05:00:00;0;0;0
2011-03-16 06:00:00;0;0;0
2011-03-16 07:00:00;10;77;19
2011-03-16 08:00:00;21;240;90
2011-03-16 09:00:00;27;294;168
2011-03-16 10:00:00;37;313;234
2011-03-16 11:00:00;86;208;239
2011-03-16 12:00:00;69;233;253
2011-03-16 13:00:00;57;296;291
2011-03-16 14:00:00;52;300;273
2011-03-16 15:00:00;64;211;195
2011-03-16 16:00:00;31;288;170
2011-03-16 17:00:00;25;82;53
2011-03-16 18:00:00;10;53;14
2011-03-16 19:00:00;0;0;0
2011-03-16 20:00:00;0;0;0
2011-03-18 05:00:00;0;0;0
2011-03-18 06:00:00;0;0;0
2011-03-18 07:00:00;9;112;23
2011-03-18 08:00:00;20;243;92
2011-03-18 09:00:00;25;297;170
2011-03-18 10:00:00;27;323;233
2011-03-18 11:00:00;30;334;279
2011-03-18 12:00:00;31;338;303
2011-03-18 13:00:00;33;337;303
2011-03-18 14:00:00;32;333;280
2011-03-18 15:00:00;31;317;233
2011-03-18 16:00:00;25;294;170
2011-03-18 17:00:00;20;241;92
2011-03-18 18:00:00;10;113;22
2011-03-18 19:00:00;0;0;0
2011-03-18 20:00:00;0;0;0
2011-03-19 05:00:00;0;0;0
2011-03-19 20:00:00;0;0;0
2011-03-20 05:00:00;0;0;0
2011-03-20 06:00:00;0;0;0
2011-03-20 07:00:00;10;121;24
2011-03-20 08:00:00;20;246;95
2011-03-20 09:00:00;28;292;172
2011-03-20 10:00:00;33;316;236
2011-03-20 11:00:00;37;326;281
2011-03-20 12:00:00;40;327;304
2011-03-20 13:00:00;36;334;308
2011-03-20 14:00:00;35;328;283
2011-03-20 15:00:00;32;313;236
2011-03-20 16:00:00;29;288;172
2011-03-20 17:00:00;22;240;96
2011-03-20 18:00:00;10;124;25
2011-03-20 19:00:00;0;1;0
2011-03-20 20:00:00;0;0;0
2011-03-21 05:00:00;0;0;0
2011-03-21 20:00:00;0;0;0
2011-03-23 05:00:00;0;0;0
2011-03-23 20:00:00;0;0;0
2011-03-25 05:00:00;0;0;0
2011-03-25 06:00:00;0;0;0
2011-03-25 07:00:00;29;12;32
2011-03-25 08:00:00;55;89;85
2011-03-25 09:00:00;85;154;165
2011-03-25 10:00:00;96;155;203
2011-03-25 11:00:00;88;228;269
2011-03-25 12:00:00;129;172;275
2011-03-25 13:00:00;110;202;280
2011-03-25 14:00:00;78;253;276
2011-03-25 15:00:00;63;253;233
2011-03-25 16:00:00;55;215;167
2011-03-25 17:00:00;42;154;90
2011-03-25 18:00:00;18;42;25
2011-03-25 19:00:00;0;0;0
2011-03-25 20:00:00;0;0;0
2011-03-26 05:00:00;0;0;0
2011-03-26 06:00:00;0;0;0
2011-03-26 07:00:00;20;9;22
2011-03-26 08:00:00;50;85;82
2011-03-26 09:00:00;63;213;179
2011-03-26 10:00:00;54;275;244
2011-03-26 11:00:00;70;273;288
2011-03-26 12:00:00;144;130;254
2011-03-26 13:00:00;169;105;259
2011-03-26 14:00:00;112;127;216
2011-03-26 15:00:00;118;149;220
2011-03-26 16:00:00;91;94;144
2011-03-26 17:00:00;60;83;86
2011-03-26 18:00:00;20;24;23
2011-03-26 19:00:00;0;0;0
2011-03-26 20:00:00;0;0;0
2011-03-27 05:00:00;0;0;0
2011-03-27 06:00:00;1;0;1
2011-03-27 07:00:00;17;92;31
2011-03-27 08:00:00;33;220;106
2011-03-27 09:00:00;54;218;172
2011-03-27 10:00:00;48;288;248
2011-03-27 11:00:00;58;291;292
2011-03-27 12:00:00;61;296;316
2011-03-27 13:00:00;74;268;303
2011-03-27 14:00:00;148;102;229
2011-03-27 15:00:00;94;2;96
2011-03-27 16:00:00;80;1;81
2011-03-27 17:00:00;48;0;49
2011-03-27 18:00:00;17;3;18
2011-03-27 19:00:00;0;0;0
2011-03-27 20:00:00;0;0;0
2011-03-28 05:00:00;0;0;0
2011-03-28 06:00:00;1;1;1
2011-03-28 07:00:00;20;69;32
2011-03-28 08:00:00;31;217;103
2011-03-28 09:00:00;38;265;183
2011-03-28 10:00:00;84;218;237
2011-03-28 11:00:00;123;158;251
2011-03-28 12:00:00;54;303;316
2011-03-28 13:00:00;41;319;317
2011-03-28 14:00:00;52;294;289
2011-03-28 15:00:00;57;269;243
2011-03-28 16:00:00;41;252;175
2011-03-28 17:00:00;32;199;98
2011-03-28 18:00:00;27;80;40
2011-03-28 19:00:00;1;0;1
2011-03-28 20:00:00;0;0;0
2011-03-29 05:00:00;0;0;0
2011-03-29 06:00:00;0;0;0
2011-03-29 07:00:00;22;7;24
2011-03-29 08:00:00;70;84;98
2011-03-29 09:00:00;88;74;130
2011-03-29 10:00:00;99;8;104
2011-03-29 11:00:00;155;70;211
2011-03-29 12:00:00;114;150;244
2011-03-29 13:00:00;91;241;300
2011-03-29 14:00:00;83;239;276
2011-03-29 15:00:00;39;293;245
2011-03-29 16:00:00;43;239;174
2011-03-29 17:00:00;30;210;103
2011-03-29 18:00:00;18;114;33
2011-03-29 19:00:00;1;3;1
2011-03-29 20:00:00;0;0;0
2011-03-30 05:00:00;0;0;0
2011-03-30 06:00:00;1;4;1
2011-03-30 07:00:00;14;121;34
2011-03-30 08:00:00;29;224;110
2011-03-30 09:00:00;30;286;190
2011-03-30 10:00:00;34;307;252
2011-03-30 11:00:00;38;318;296
2011-03-30 12:00:00;39;320;317
2011-03-30 13:00:00;41;318;316
2011-03-30 14:00:00;37;307;286
2011-03-30 15:00:00;37;297;244
2011-03-30 16:00:00;33;274;180
2011-03-30 17:00:00;26;218;103
2011-03-30 18:00:00;14;115;30
2011-03-30 19:00:00;1;2;1
2011-03-30 20:00:00;0;0;0
2011-03-31 05:00:00;0;0;0
2011-03-31 06:00:00;1;6;1
2011-03-31 07:00:00;14;141;35
2011-03-31 08:00:00;24;243;114
2011-03-31 09:00:00;30;283;188
2011-03-31 10:00:00;32;310;253
2011-03-31 11:00:00;33;324;298
2011-03-31 12:00:00;34;329;320
2011-03-31 13:00:00;34;328;319
2011-03-31 14:00:00;34;322;296
2011-03-31 15:00:00;31;313;251
2011-03-31 16:00:00;27;292;188
2011-03-31 17:00:00;23;247;111
2011-03-31 18:00:00;13;145;34
2011-03-31 19:00:00;1;5;1
2011-03-31 20:00:00;0;0;0
2011-04-01 05:00:00;0;0;0
2011-04-01 20:00:00;0;0;0
2011-04-02 05:00:00;0;0;0
2011-04-02 20:00:00;0;0;0
2011-04-03 05:00:00;0;0;0
2011-04-03 20:00:00;0;0;0
2011-04-04 05:00:00;0;0;0
2011-04-04 06:00:00;1;1;1
2011-04-04 07:00:00;20;78;34
2011-04-04 08:00:00;38;183;110
2011-04-04 09:00:00;53;227;187
2011-04-04 10:00:00;62;251;249
2011-04-04 11:00:00;72;260;294
2011-04-04 12:00:00;107;174;264
2011-04-04 13:00:00;119;191;296
2011-04-04 14:00:00;93;179;247
2011-04-04 15:00:00;89;126;183
2011-04-04 16:00:00;82;174;179
2011-04-04 17:00:00;64;140;114
2011-04-04 18:00:00;27;45;35
2011-04-04 19:00:00;1;0;1
2011-04-04 20:00:00;0;0;0
2011-04-05 05:00:00;0;0;0
2011-04-05 06:00:00;1;0;1
2011-04-05 07:00:00;19;0;19
2011-04-05 08:00:00;47;0;47
2011-04-05 09:00:00;84;0;85
2011-04-05 10:00:00;99;1;100
2011-04-05 11:00:00;88;0;88
2011-04-05 12:00:00;92;0;92
2011-04-05 13:00:00;105;1;106
2011-04-05 14:00:00;97;0;97
2011-04-05 15:00:00;52;0;52
2011-04-05 16:00:00;27;0;28
2011-04-05 17:00:00;15;0;15
2011-04-05 18:00:00;5;0;5
2011-04-05 19:00:00;0;0;0
2011-04-05 20:00:00;0;0;0
2011-04-06 05:00:00;0;0;0
2011-04-06 06:00:00;1;0;1
2011-04-06 07:00:00;29;11;32
2011-04-06 08:00:00;70;55;93
2011-04-06 09:00:00;99;111;166
2011-04-06 10:00:00;117;151;232
2011-04-06 11:00:00;125;178;279
2011-04-06 12:00:00;122;198;304
2011-04-06 13:00:00;119;199;303
2011-04-06 14:00:00;118;185;280
2011-04-06 15:00:00;111;163;235
2011-04-06 16:00:00;97;119;169
2011-04-06 17:00:00;69;64;96
2011-04-06 18:00:00;29;11;31
2011-04-06 19:00:00;1;0;1
2011-04-06 20:00:00;0;0;0
2011-04-08 05:00:00;0;0;0
2011-04-08 06:00:00;2;3;2
2011-04-08 07:00:00;23;115;43
2011-04-08 08:00:00;35;223;122
2011-04-08 09:00:00;39;274;204
2011-04-08 10:00:00;42;297;269
2011-04-08 11:00:00;45;307;314
2011-04-08 12:00:00;48;308;334
2011-04-08 13:00:00;47;308;333
2011-04-08 14:00:00;42;307;312
2011-04-08 15:00:00;41;295;266
2011-04-08 16:00:00;44;257;198
2011-04-08 17:00:00;38;204;118
2011-04-08 18:00:00;23;98;42
2011-04-08 19:00:00;2;2;2
2011-04-08 20:00:00;0;0;0
2011-04-09 05:00:00;0;0;0
2011-04-09 06:00:00;2;3;3
2011-04-09 07:00:00;21;114;42
2011-04-09 08:00:00;50;160;112
2011-04-09 09:00:00;81;137;170
2011-04-09 10:00:00;79;222;255
2011-04-09 11:00:00;70;267;312
2011-04-09 12:00:00;76;266;330
2011-04-09 13:00:00;54;293;334
2011-04-09 14:00:00;46;293;311
2011-04-09 15:00:00;41;286;268
2011-04-09 16:00:00;34;271;203
2011-04-09 17:00:00;28;238;122
2011-04-09 18:00:00;17;157;44
2011-04-09 19:00:00;2;15;3
2011-04-09 20:00:00;0;0;0
2011-04-10 05:00:00;0;0;0
2011-04-10 06:00:00;2;16;4
2011-04-10 07:00:00;15;169;46
